 -1.564000    53.810290
 -1.563505    53.810378


 -1.563505    53.810378
 -1.562368    53.810560


 -1.562368    53.810560
 -1.561455    53.810687


 -1.561455    53.810687
 -1.561324    53.810554


 -1.561324    53.810554
 -1.561235    53.810524


 -1.561235    53.810524
 -1.561139    53.810491


 -1.561139    53.810491
 -1.560972    53.810480


 -1.560972    53.810480
 -1.560940    53.810354


 -1.560940    53.810354
 -1.560672    53.809620


 -1.560672    53.809620
 -1.560271    53.808770


 -1.560271    53.808770
 -1.560255    53.808742


 -1.560255    53.808742
 -1.560197    53.808632


 -1.560197    53.808632
 -1.560139    53.808496


 -1.560139    53.808496
 -1.560053    53.808454


 -1.560053    53.808454
 -1.559892    53.808259


 -1.559892    53.808259
 -1.559927    53.808235


 -1.559927    53.808235
 -1.559948    53.808186


 -1.559948    53.808186
 -1.559919    53.808144


 -1.559919    53.808144
 -1.559842    53.808118


 -1.559842    53.808118
 -1.559851    53.808001


 -1.559851    53.808001
 -1.559581    53.807937


 -1.559581    53.807937
 -1.559509    53.808018


 -1.559509    53.808018
 -1.559253    53.807945


 -1.559253    53.807945
 -1.558953    53.807901


 -1.558953    53.807901
 -1.558678    53.807871


 -1.558678    53.807871
 -1.558503    53.807848


 -1.558503    53.807848
 -1.558377    53.807831


 -1.558377    53.807831
 -1.558097    53.807788


 -1.558097    53.807788
 -1.557734    53.807734


 -1.557734    53.807734
 -1.557605    53.807712


 -1.557605    53.807712
 -1.557282    53.807657


 -1.557282    53.807657
 -1.557045    53.807623


 -1.557045    53.807623
 -1.556901    53.807599


 -1.556901    53.807599
 -1.556762    53.807581


 -1.556762    53.807581
 -1.556629    53.807564


 -1.556629    53.807564
 -1.556278    53.807513


 -1.556278    53.807513
 -1.555888    53.807460


 -1.555888    53.807460
 -1.555602    53.807420


 -1.555602    53.807420
 -1.555378    53.807402


 -1.555378    53.807402
 -1.555217    53.807386


 -1.555217    53.807386
 -1.554977    53.807365


 -1.554977    53.807365
 -1.554604    53.807332


 -1.554604    53.807332
 -1.554250    53.807300


 -1.554250    53.807300
 -1.553391    53.807237


 -1.553391    53.807237
 -1.553234    53.807226


 -1.553234    53.807226
 -1.552692    53.807246


 -1.552692    53.807246
 -1.552510    53.807254


 -1.552510    53.807254
 -1.552419    53.807400


 -1.552419    53.807400
 -1.552361    53.807327


 -1.552361    53.807327
 -1.552283    53.807293


 -1.552283    53.807293
 -1.552181    53.807278


 -1.552181    53.807278
 -1.552007    53.807274


 -1.552007    53.807274
 -1.551929    53.807272


 -1.551929    53.807272
 -1.551629    53.807211


 -1.551629    53.807211
 -1.550360    53.806423


 -1.550360    53.806423
 -1.549712    53.806026


 -1.549712    53.806026
 -1.549604    53.805953


 -1.549604    53.805953
 -1.549079    53.805525


 -1.549079    53.805525
 -1.548993    53.805438


 -1.548993    53.805438
 -1.548771    53.805128


 -1.548771    53.805128
 -1.548648    53.804928


 -1.548648    53.804928
 -1.548607    53.804854


 -1.548607    53.804854
 -1.548260    53.804452


 -1.548260    53.804452
 -1.548173    53.804379


 -1.548173    53.804379
 -1.548161    53.804374


 -1.548161    53.804374
 -1.547937    53.804276


 -1.547937    53.804276
 -1.547726    53.804148


 -1.547726    53.804148
 -1.547585    53.804084


 -1.547585    53.804084
 -1.547486    53.804073


 -1.547486    53.804073
 -1.547161    53.804075


 -1.547161    53.804075
 -1.547012    53.804081


 -1.547012    53.804081
 -1.547023    53.804126


 -1.547023    53.804126
 -1.546970    53.804171


 -1.546970    53.804171
 -1.546861    53.804159


 -1.546861    53.804159
 -1.546691    53.804173


 -1.546691    53.804173
 -1.546510    53.804219


 -1.546510    53.804219
 -1.546337    53.804323


 -1.546337    53.804323
 -1.546224    53.804459


 -1.546224    53.804459
 -1.546177    53.804587


 -1.546177    53.804587
 -1.546181    53.804766


 -1.546181    53.804766
 -1.546224    53.804915


 -1.546224    53.804915
 -1.546275    53.804977


 -1.546275    53.804977
 -1.546366    53.805027


 -1.546366    53.805027
 -1.546445    53.805044


 -1.546445    53.805044
 -1.546807    53.805089


 -1.546807    53.805089
 -1.547472    53.805116


 -1.547472    53.805116
 -1.547933    53.805084


 -1.547933    53.805084
 -1.548582    53.804997


 -1.548582    53.804997
 -1.549089    53.804914


 -1.549089    53.804914
 -1.550020    53.804695


 -1.550020    53.804695
 -1.550600    53.804511


 -1.550600    53.804511
 -1.551369    53.804228


 -1.551369    53.804228
 -1.552153    53.803886


 -1.552153    53.803886
 -1.552823    53.803456


 -1.552823    53.803456
 -1.553408    53.802893


 -1.553408    53.802893
 -1.553941    53.802328


 -1.553941    53.802328
 -1.554137    53.802091


 -1.554137    53.802091
 -1.554394    53.801729


